,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
10,1,电影评论\2021电影\1360592,当男人恋爱时,688,和我男朋友的一起看的 当时我哭 他在傻呵呵的笑  这是我第二次坐飞机穿过一千多公里见他 但是 真的很值得  我们还在一起 �,10,1,0,2,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,f85454e8279be180185cac7d243c5eb3,06e857a2b83cdf1122e0e0c8fd84a9d4,0,4,2,0,69.47,20.0,10.53,1620000000000.0,56474,8156525,"爱情,剧情"
11,1,电影评论\2021电影\1242151,寂静之地2,475,这是我们见面的第一次  因为看过第一部 所以想拉着他看第二部 可是我好像迷迷糊糊睡着了  是被很大的声音吵醒的   错过了好多剧情 有一点点没看懂 但是还好  向右看的时候  他就在我的旁边  真好 我们会一直在一起.�,10,0,0,2,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,f85454e8279be180185cac7d243c5eb3,06e857a2b83cdf1122e0e0c8fd84a9d4,0,4,2,0,51.79,37.32,10.89,1620000000000.0,59625,7171233,"惊悚,悬疑,剧情"
12,1,电影评论\2021电影\461076,紧急救援,201,好看的电影电影感染了一代代年轻人,0,0,0,4,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,336d5ebc5436534e61d16e63ddfca327,2044e31c6386db7c5a17098aff9d8da0,11,70,15,0,81.94,15.92,2.15,1610000000000.0,651545,12564181,"剧情,灾难,动作"
13,1,电影评论\2021电影\343034,速度与激情9,525,看过的电影很多，大部分都没什么印象了,10,0,0,2,1640000000000.0,f8320b26d30ab433c5a54546d21f414c,8ba98cba3b18a39cee8ba38bb36246f2,897455ffa6147c8423eace73a3c8138e,0,40,20,0,57.25,26.42,16.34,1620000000000.0,1280573,35429709,"动作,犯罪,冒险"
14,1,电影评论\2021电影\1375543,盛夏未来,228,和妹妹看的，一般~,5,0,0,2,1640000000000.0,f8320b26d30ab433c5a54546d21f414c,b97c0cd4ca99ebf2a45a011e4718518f,644040a4c79aad8734d755f134d2af0d,0,6,2,0,76.86,22.08,1.06,1630000000000.0,933555,10423031,"剧情,青春"
15,1,电影评论\2021电影\1202638,失控玩家,437,和对象看的，还可以,8,0,0,2,1640000000000.0,f8320b26d30ab433c5a54546d21f414c,b97c0cd4ca99ebf2a45a011e4718518f,644040a4c79aad8734d755f134d2af0d,0,6,2,0,77.07,17.72,5.21,1630000000000.0,97656,15759101,"动作,冒险"
16,0,电影评论\2021电影\1278054,寻汉计,850,总体还是不错的，开始以为是悲剧，但是往后看笑点挺多了，只有我能欺负你，就像汤姆和杰瑞，第一次见面的你很可爱，真的很可爱！,9,0,0,2,1620000000000.0,f8320b26d30ab433c5a54546d21f414c,e2b1ccef4719b0816cee82e3bfb03607,c983964f775369f61d2473531ee067bd,7,27,12,0,58.05,32.25,9.7,1620000000000.0,30559,110106,"喜剧,爱情"
17,1,电影评论\2021电影\1375543,盛夏未来,129,一如既往的支持,10,0,0,2,1640000000000.0,f8320b26d30ab433c5a54546d21f414c,9e4fb665c29a908994b1535d1b382772,dbc37a5d0141eec99a6203939a144c2e,0,6,4,0,76.86,22.08,1.06,1630000000000.0,933555,10423031,"剧情,青春"
18,0,电影评论\2021电影\1299372,你好，李焕英,447,一如既往的支持,10,0,0,2,1640000000000.0,f8320b26d30ab433c5a54546d21f414c,9e4fb665c29a908994b1535d1b382772,dbc37a5d0141eec99a6203939a144c2e,0,6,4,0,88.72,9.95,1.33,1610000000000.0,1162302,120939591,"喜剧,剧情"
19,0,电影评论\2021电影\1207337,神奇女侠1984,731,感情戏太多了,8,0,0,2,1620000000000.0,f8320b26d30ab433c5a54546d21f414c,6b1d99f467add432a7c021f6fc2c1951,5ac4fb7f767408d9560ee0f333a3e326,0,14,8,0,52.98,34.88,12.14,1610000000000.0,111890,4238225,"动作,奇幻,冒险"
20,1,电影评论\2021电影\1298367,悬崖之上,30,金志德也是要冤死了,7,0,0,3,1640000000000.0,f8320b26d30ab433c5a54546d21f414c,11bc840754b03b90ece714023337536e,403eac7930b613b42e7722547ae568f3,49,16,6,0,83.38,12.09,4.53,1620000000000.0,143137,30845923,"剧情,悬疑,动作"
21,0,电影评论\2021电影\1288094,妈妈的神奇小子,758,演技没得说了，吴君如。,10,0,0,2,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,981a0122c6083326cb57379e6781710d,b22082f96f2a4ec7ddeca937216a8e3b,2,14,6,0,80.87,15.25,3.88,1630000000000.0,33201,490330,"剧情,家庭"
22,0,电影评论\2021电影\1322799,缉魂,311,删减的片段其实挺重要的,8,0,0,3,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,8f6ea3f482c5543ed0b5b0268b18b00f,7288be0d501a582dccc20c3c142e7bfe,23,77,38,0,61.46,25.17,13.37,1610000000000.0,48500,3066410,"犯罪,悬疑,科幻"
23,0,电影评论\2021电影\1207337,神奇女侠1984,388,额，这啥子玩意,5,0,0,3,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,8f6ea3f482c5543ed0b5b0268b18b00f,7288be0d501a582dccc20c3c142e7bfe,23,77,38,0,52.98,34.88,12.14,1610000000000.0,111890,4238225,"动作,奇幻,冒险"
24,0,电影评论\2021电影\1278054,寻汉计,6,"出乎意料的好看，最开始为女主的懦弱拧巴气的脑仁疼，随着渣前夫、职场潜规则、找人喜当爹等等一系列的剧情推进过后，以及对这个大胡子的感官也从最开始的虚头巴脑变为看似混不吝实则靠谱，我突然明白了这个电影在告诉我什么。

有的人会最终变成自己年少时候最讨厌的那种人，也总会有人终其一生追求不过一个“真、纯粹”。

坚持做自己吧，哪怕看起来拧巴也没关系，哪怕总觉得自己很弱也没关系，最终你总会遇到一个明白“杰瑞只能给汤姆玩儿”的人来护着你的拧巴和不堪一击。

即使他人世俗的眼光将我千刀万剐，我亦如此携手走。",10,58,2,3,1620000000000.0,f8320b26d30ab433c5a54546d21f414c,f4bea3a83cc9f0b6523076d9b576a7c5,0d4e2b978bc5b51767f6360d7ef6fec9,7,44,2,0,58.05,32.25,9.7,1620000000000.0,30559,110106,"喜剧,爱情"
25,0,电影评论\2021电影\1278054,寻汉计,414,"出乎意料的好看，最开始为女主的懦弱拧巴气的脑仁疼，随着渣前夫、职场潜规则、找人喜当爹等等一系列的剧情推进过后，以及对这个大胡子的感官也从最开始的虚头巴脑变为看似混不吝实则靠谱，我突然明白了这个电影在告诉我什么。

有的人会最终变成自己年少时候最讨厌的那种人，也总会有人终其一生追求不过一个“真、纯粹”。

坚持做自己吧，哪怕看起来拧巴也没关系，哪怕总觉得自己很弱也没关系，最终你总会遇到一个明白“杰瑞只能给汤姆玩儿”的人来护着你的拧巴和不堪一击。

即使他人世俗的眼光将我千刀万剐，我亦如此携手走。",10,58,2,3,1620000000000.0,f8320b26d30ab433c5a54546d21f414c,f4bea3a83cc9f0b6523076d9b576a7c5,0d4e2b978bc5b51767f6360d7ef6fec9,7,44,2,0,58.05,32.25,9.7,1620000000000.0,30559,110106,"喜剧,爱情"
26,1,电影评论\2021电影\1298542,白蛇2：青蛇劫起,395,很棒，实物和图片一模一样，颜色非常鲜艳亮丽，有颜值！被朋友种草来的，今天第一次来，果然跟朋友描述的一样，非常赞！,10,1,0,2,1640000000000.0,f8320b26d30ab433c5a54546d21f414c,ee26e85644af30154aeda365a7d4aeac,582f9e32e47a510756a35947978b3706,51,18,9,0,81.45,14.48,4.07,1630000000000.0,339059,14866802,"冒险,奇幻,动画"
27,0,电影评论\2021电影\1332432,拯救甜甜圈：时空大营救,223,我和孩子都很喜欢看，萌翻,8,1,0,1,1640000000000.0,f8320b26d30ab433c5a54546d21f414c,29bb5503fc4ef028e2d448493d6e60d5,30c4a0c351979a57668df41588e93758,0,7,4,0,77.27,19.58,3.15,1630000000000.0,49433,1014161,"喜剧,动画,冒险"
28,0,电影评论\2021电影\1164582,沙丘,854,感觉第一步就是个开头,5,0,0,2,1640000000000.0,f8320b26d30ab433c5a54546d21f414c,f61296e3180ec41874979df250270992,2473e16ef25b6c609d105b59862ea980,13,31,8,0,59.2,25.29,15.51,1630000000000.0,233983,5760290,"科幻,冒险,动作"
29,1,电影评论\2021电影\1356063,峰爆,865,比壁虎还会爬，哈哈,5,0,0,2,1640000000000.0,f8320b26d30ab433c5a54546d21f414c,8eaac8e2a2c605e285bff75c26650968,4e0dc3e75e04d13c0763b094f787cc25,3,19,7,0,86.98,11.67,1.35,1630000000000.0,171770,11539185,"剧情,灾难,动作"
30,1,电影评论\2021电影\1337700,中国医生,303,可以 和男友看的,10,0,0,2,1640000000000.0,f8320b26d30ab433c5a54546d21f414c,bd4bfa6f381715a5be3119215b4e94ec,6525431c22c952391d705513a36b4e2d,0,24,3,0,88.87,8.08,3.05,1630000000000.0,475631,36540296,剧情
31,1,电影评论\2021电影\1199007,侍神令,894,我也就太爱周迅和陈坤了，好看,10,0,0,2,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,4429ca4506451431276cd70624009656,fa90104b8a0ab7ce89eabb3fb6b4ad5b,0,11,7,0,63.9,31.58,4.52,1610000000000.0,537583,5894885,奇幻
32,1,电影评论\2021电影\335440,混沌行走,860,还不错，可惜前几个月在电脑上看过了,7,17,4,2,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,8819022a737ef5a41bfc9fb4282c311f,79aee76533e6649fc7774fdf8c284ec1,0,11,4,0,39.29,41.94,18.76,1630000000000.0,24335,201264,"科幻,冒险,动作"
33,1,电影评论\2021电影\1242151,寂静之地2,593,编剧好，演技好,0,0,0,3,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,22e43bf4645acd14efe862ec477cf3dd,84248d59c67f2b9e5b061edabfd4b4f8,61,20,2,0,51.79,37.32,10.89,1620000000000.0,59625,7171233,"惊悚,悬疑,剧情"
34,1,电影评论\2021电影\1332432,拯救甜甜圈：时空大营救,412,好的幸福卡提,9,0,0,2,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,333e789269b4b04b130694cd6aa780f7,23c1a1e037acc162da84b07ae0e8feb3,1,4,1,0,77.27,19.58,3.15,1630000000000.0,49433,1014161,"喜剧,动画,冒险"
35,1,电影评论\2021电影\1278054,寻汉计,878,以为和谁都一样，但其实不一样，千帆过尽，还是想和你在一起！,9,0,0,3,1620000000000.0,f8320b26d30ab433c5a54546d21f414c,b2e0e64ca54f19821c259467c2567d02,4d745acf6077810835b1f6ad11984353,1,28,2,0,58.05,32.25,9.7,1620000000000.0,30559,110106,"喜剧,爱情"
36,0,电影评论\2021电影\1332432,拯救甜甜圈：时空大营救,440,很可爱，但是会犯困，小孩子会比较喜欢,7,0,0,2,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,f09a88ee7b011f4ddd19c8241ba10ba3,9941cbbc07e3e97a12933e11d864df5f,48,7,5,0,77.27,19.58,3.15,1630000000000.0,49433,1014161,"喜剧,动画,冒险"
37,0,电影评论\2021电影\1328693,五个扑水的少年,892,青春、激情、勇敢、拼搏值得鼓励的电影，推荐大家支持观看！,10,0,0,2,1640000000000.0,f8320b26d30ab433c5a54546d21f414c,a62c054c87f7ef4f77a88f64d390c408,16fdaa29b63a6d1c3d23f044ffdfee7c,1,19,1,0,89.46,6.86,3.67,1630000000000.0,147567,1678972,"剧情,喜剧,青春"
38,0,电影评论\2021电影\1302992,大耳朵图图之霸王龙在行动,497,大部分时间都是叙述动画版的剧情,5,0,0,1,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,e881f5d0b7da06493cbaf25d1433ef2b,7c0ca4a8355be69e0ce4fd2cbaf28b3f,0,4,1,0,67.2,24.38,8.42,1630000000000.0,64107,1573919,"动画,喜剧,冒险"
39,1,电影评论\2021电影\1225503,比得兔2：逃跑计划,329,京剧团演出的,9,0,0,2,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,1c6c7a45bb9c430e82046f1509a85b31,246934d32c884f97927ab7f01c533d57,0,31,23,0,78.48,17.62,3.9,1620000000000.0,53317,6028255,"动画,冒险,喜剧"
40,0,电影评论\2021电影\343034,速度与激情9,114,有点后悔去看,5,0,0,2,1640000000000.0,f8320b26d30ab433c5a54546d21f414c,83d9f8204de35703eacdf599bd6bb405,ca44e54d5e581e3a19adf9208d34149a,0,7,2,0,57.25,26.42,16.34,1620000000000.0,1280573,35429709,"动作,犯罪,冒险"
41,1,电影评论\2021电影\1378057,革命者,502,致敬所有革命人员,10,0,0,2,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,8fa9c7797ea70804c284b883e5819dab,ebbc9468ab142a07c9261609f4647afd,2,31,6,0,86.35,12.34,1.3,1630000000000.0,86332,3731426,"剧情,历史"
42,1,电影评论\2021电影\1322799,缉魂,703,任何都会打满分,10,0,0,2,1620000000000.0,f8320b26d30ab433c5a54546d21f414c,19c27bb1a0678805abcc2bb1b0a9f4df,18630fe4c9618c4b385ddcd839126d8e,4,7,1,0,61.46,25.17,13.37,1610000000000.0,48500,3066410,"犯罪,悬疑,科幻"
43,0,电影评论\2021电影\1250950,俑之城,886,很期待第二部,7,0,0,3,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,a4bd892ff6500c8ee4214ab262d4c870,746140670f8c02c9bbabdd1f3f04bd94,5,25,8,0,72.99,20.16,6.85,1630000000000.0,64677,1967300,"奇幻,冒险,动画"
44,0,电影评论\2021电影\1322799,缉魂,72,将就可以看一下,4,0,0,2,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,63e24a9e71d30d3c558536d6bdcaf44b,b69dda7fd8fd1bf4e3d83d2839226d8a,1,15,9,0,61.46,25.17,13.37,1610000000000.0,48500,3066410,"犯罪,悬疑,科幻"
45,0,电影评论\2021电影\1300668,温暖的抱抱,630,烂片不好看呢,2,0,0,2,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,63e24a9e71d30d3c558536d6bdcaf44b,b69dda7fd8fd1bf4e3d83d2839226d8a,1,15,9,0,73.13,16.27,10.6,1610000000000.0,329829,23265773,喜剧
46,0,电影评论\2021电影\1378057,革命者,944,李易峰很好 演出了毛老的气质,8,0,0,2,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,14a18c5ae0bffbcc7fa1a11c57e0f4e7,e2b0798f07a2a2f3728a3ecc2bbab4b8,4,9,7,0,86.35,12.34,1.3,1630000000000.0,86332,3731426,"剧情,历史"
47,0,电影评论\2021电影\1218188,怒火·重案,378,劲爆  过瘾  ,10,0,0,1,1640000000000.0,f8320b26d30ab433c5a54546d21f414c,ab701afd6b18fed86fd5879794351eb5,2451cbaf1dd367877812467243f56d14,0,6,1,0,89.19,7.66,3.15,1630000000000.0,405780,34343625,动作
48,0,电影评论\2021电影\1302992,大耳朵图图之霸王龙在行动,623,在动画片基础上扩展的。,9,0,0,2,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,a23b011359446400a26ac6724a63cd73,9f2530451d2ecd61d8f41569899db877,14,24,8,0,67.2,24.38,8.42,1630000000000.0,64107,1573919,"动画,喜剧,冒险"
49,1,电影评论\2021电影\1332048,没有过不去的年,603,年，就是把大家一起凝聚起来！,9,0,0,4,1610000000000.0,f8320b26d30ab433c5a54546d21f414c,89f812567f285e632df2cdc26bc76378,3edd0a6064b5a21c676787dc8747c48a,354,282,68,0,74.47,4.42,21.11,1610000000000.0,12600,1150620,"家庭,剧情"
50,1,电影评论\2021电影\1332432,拯救甜甜圈：时空大营救,965,我想说难道就因为是假期爆米花也涨价了吗，我的印象中小份爆米花才15块钱，今天小份的居然要40块钱，要不是小孩子要吃，我才不会购买的，还送两瓶矿泉水，������以后不会去了这家电影院看了‼️我给差评是爆米花的原因，不是电影‼️可能以后要是去买网上那个爆米花爆好才行吧�,1,2,3,2,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,aafe3fb6cd7f18a48f59823843b0bc0d,457bcc04187260ed8b77b58bc30e0c9f,24,27,19,0,77.27,19.58,3.15,1630000000000.0,49433,1014161,"喜剧,动画,冒险"
51,0,电影评论\2021电影\1228788,一秒钟,141,需要有点文艺思维才会觉得有意思,7,0,0,2,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,cbecba2726fe094bb038a946205e9ada,48c41d66734aeac77a58bf8fee6e935f,2,17,1,0,63.16,34.66,2.17,1610000000000.0,54493,3536456,剧情
52,0,电影评论\2021电影\1225503,比得兔2：逃跑计划,986,还不错，有点套路化了,7,0,0,2,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,2cf6b11c0c2b4ff6f37853f5c7709aea,5c0a72d8c49563ec03e4c1ca5d61acb4,8,11,5,0,78.48,17.62,3.9,1620000000000.0,53317,6028255,"动画,冒险,喜剧"
53,1,电影评论\2021电影\1334342,送你一朵小红花,332,好久之前看的，剧情都忘了，,5,0,0,2,1640000000000.0,f8320b26d30ab433c5a54546d21f414c,6ae1f41f03fe465d04fee1c3643de018,c58809669ad6f732c64030c5e0d97854,1,11,1,0,86.38,8.08,5.53,1610000000000.0,708308,38440089,"剧情,家庭"
54,1,电影评论\2021电影\1302134,哆啦A梦：伴我同行2,343,静香能看上大雄就离谱,7,0,0,3,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,99e4c91cecbe5732662702a7858e292e,415ef9150bb548322a9d51c54611b3ea,0,105,18,0,79.57,15.69,4.74,1620000000000.0,271443,8268344,"剧情,动画"
55,1,电影评论\2021电影\1299178,名侦探柯南：绯色的子弹,309,真相只有一个,10,0,0,3,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,7b9ab4ac42bcdb8b9a872b1ac384034b,6058d004d59e375d17ecc62479831d6c,24,38,27,0,68.22,19.66,12.12,1620000000000.0,158357,6413152,"动作,动画,悬疑"
56,0,电影评论\2021电影\1242151,寂静之地2,421,全程不敢发出声音,10,0,0,3,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,7b9ab4ac42bcdb8b9a872b1ac384034b,6058d004d59e375d17ecc62479831d6c,24,38,27,0,51.79,37.32,10.89,1620000000000.0,59625,7171233,"惊悚,悬疑,剧情"
57,1,电影评论\2021电影\1240838,除暴,948,还凑合，哦，就为了那点积分，所以评论字数多一点,9,0,0,2,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,80869426aa8c1de270239ceb86f416e1,4310667a586634352e69f5e14414d7f7,0,20,11,0,67.91,26.24,5.85,1610000000000.0,76513,14510098,"犯罪,剧情,动作"
58,0,电影评论\2021电影\1288094,妈妈的神奇小子,877,因為真人真事加上吳君如的參演，一早就決定入場支持，加上柳應廷唱主題曲，可以說非常成功了。希望殘奧運動員能得到跟奧運運動員一樣的待遇。一樣是為國爭光，殘奧運動員付出了比常人多百倍千倍的努力。Respect！,10,1,0,1,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,21661f48634e88a11e8306ef05837651,aef5aa6643361772ce6c65c0b555e277,3,12,3,0,80.87,15.25,3.88,1630000000000.0,33201,490330,"剧情,家庭"
59,0,电影评论\2021电影\1334342,送你一朵小红花,23,泪点很多，但是很真实，让人思考生命的意义，爱的意义。,9,0,0,2,1640000000000.0,f8320b26d30ab433c5a54546d21f414c,d3b98f0c38a2cef93fe73cc33188ead2,10e7893bb0bcf1d88e06a1d57ed95dc7,0,4,3,0,86.38,8.08,5.53,1610000000000.0,708308,38440089,"剧情,家庭"
60,1,电影评论\2021电影\1240838,除暴,672,一般般的时候就可以了�，我们,6,0,0,2,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,423d160436339db8ef5931e45bb376c7,8377f0c90c3f95e5b68af4f3288ce7be,9,44,9,0,67.91,26.24,5.85,1610000000000.0,76513,14510098,"犯罪,剧情,动作"
61,1,电影评论\2021电影\1207337,神奇女侠1984,395,水平低到尘埃都,9,0,0,1,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,103bf7bbe485fdab20548101a27f68e3,2cae40903bbca4074588dcb954a691e8,0,6,1,0,52.98,34.88,12.14,1610000000000.0,111890,4238225,"动作,奇幻,冒险"
62,0,电影评论\2021电影\1342846,夏日友晴天,745,夏日合家欢电影，挺快乐的，坏人也不坏。,8,0,0,3,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,f85d95bae15af2df0b913986c535e61b,cc9debc1e830eaad5e731b6f989c84b9,10,24,14,0,79.11,18.65,2.24,1630000000000.0,31351,2461513,"动画,冒险,喜剧"
63,1,电影评论\2021电影\1302235,超越,313,生活在于运动,10,0,0,2,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,fb12566f56d73206fe22e3f76969c17d,da454ae976bdc5575f4b684a928580b5,0,9,3,0,62.87,26.68,10.45,1620000000000.0,237013,4114296,"剧情,喜剧"
64,1,电影评论\2021电影\1364230,陈翔六点半之民间高手,22,还不售票，怕不是不能在电影院看了。,10,5,2,1,1610000000000.0,f8320b26d30ab433c5a54546d21f414c,5058f1af8388633f609cadb75a75dc9d,d04f9e4ff22074901ff9724749a8bb30,3,6,1,0,8.0,70.0,22.0,1610000000000.0,2071,97,"喜剧,运动"
65,1,电影评论\2021电影\1334342,送你一朵小红花,820,韦一航 送你一朵小红花，奖励你人生第一次积极主动.,10,0,0,2,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,5058f1af8388633f609cadb75a75dc9d,58b062f5be87ccc07bf34c2ae9372245,0,4,4,0,86.38,8.08,5.53,1610000000000.0,708308,38440089,"剧情,家庭"
66,0,电影评论\2021电影\1328848,兴安岭猎人传说,32,不是特别吓人 再吓人点就好了 挺好看的.,8,0,0,2,1620000000000.0,f8320b26d30ab433c5a54546d21f414c,5058f1af8388633f609cadb75a75dc9d,1965bd8a81e0b54184d7e61107ef8344,4,13,2,0,22.92,64.58,12.5,1620000000000.0,20539,281,"恐怖,悬疑,冒险"
67,1,电影评论\2021电影\1328693,五个扑水的少年,891,是金子总会发光的 加油吧！,10,0,0,2,1640000000000.0,f8320b26d30ab433c5a54546d21f414c,5058f1af8388633f609cadb75a75dc9d,f3e8ba03e4aa0137bfaf57e34f63fe67,5,4,2,0,89.46,6.86,3.67,1630000000000.0,147567,1678972,"剧情,喜剧,青春"
68,1,电影评论\2021电影\1278054,寻汉计,650,爱不爱的烦死了,10,0,0,2,1620000000000.0,f8320b26d30ab433c5a54546d21f414c,5058f1af8388633f609cadb75a75dc9d,3dc6c65567301cb60b6ee8c0a26df5fd,25,18,1,0,58.05,32.25,9.7,1620000000000.0,30559,110106,"喜剧,爱情"
69,1,电影评论\2021电影\1319075,守岛人,120,"“只要组织信任我一天
我就一天不离岛
信任我一辈子
我就一辈子不离岛”",10,0,0,2,1630000000000.0,f8320b26d30ab433c5a54546d21f414c,8eaca9361c3faade2fbfdcf85e3ca5d2,48ca8a439f4f72ac30828f677d1ba294,4,3,1,0,90.49,5.78,3.72,1620000000000.0,13057,3479546,"剧情,传记"
70,0,电影评论\2021电影\1278054,寻汉计,247,"这是没电影拍了凑个数的吧

",6,0,0,3,1620000000000.0,f8320b26d30ab433c5a54546d21f414c,db84f1697c9979a605ca74cedba13bf5,e10f2e10e6a30c91dca68ed08f1deec1,0,25,13,0,58.05,32.25,9.7,1620000000000.0,30559,110106,"喜剧,爱情"
